id,text,term,polarity,from,to,category,polarity2,,,,,term,category,,,combine
2635,I cannot recommend OG more highly if I tried - check it out for yourself.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
2614,It was the first place we ate on our first trip to New Yorkcomma and it will be the last place we stop as we head out of town on our next trip to New York.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
3072,Service was very prompt but slightly rushed.,Service,conflict,0,7,,,,,,,Service,,,,Service 
3072,Service was very prompt but slightly rushed.,,,,,service,positive,,,,,,service,,, service
1718,Great foodcomma great decorcomma great service.,food,positive,6,10,,,,,,,food,,,,food 
1718,Great foodcomma great decorcomma great service.,decor,positive,18,23,,,,,,,decor,,,,decor 
1718,Great foodcomma great decorcomma great service.,service,positive,31,38,,,,,,,service,,,,service 
1718,Great foodcomma great decorcomma great service.,,,,,food,positive,,,,,,food,,, food
1718,Great foodcomma great decorcomma great service.,,,,,service,positive,,,,,,service,,, service
1718,Great foodcomma great decorcomma great service.,,,,,ambience,positive,,,,,,ambience,,, ambience
2207,Andcomma atlhough tables opened up next to us and we ASKED for a slightly larger spacecomma they left us awkardly seated.,tables,neutral,14,20,,,,,,,tables,,,,tables 
2207,Andcomma atlhough tables opened up next to us and we ASKED for a slightly larger spacecomma they left us awkardly seated.,space,neutral,77,82,,,,,,,space,,,,space 
2207,Andcomma atlhough tables opened up next to us and we ASKED for a slightly larger spacecomma they left us awkardly seated.,,,,,service,negative,,,,,,service,,, service
3095,The palak paneer was standardcomma and I was not a fan of the malai kofta.,palak paneer,neutral,4,16,,,,,,,palak paneer,,,,palak paneer 
3095,The palak paneer was standardcomma and I was not a fan of the malai kofta.,malai kofta,neutral,58,69,,,,,,,malai kofta,,,,malai kofta 
3095,The palak paneer was standardcomma and I was not a fan of the malai kofta.,,,,,food,neutral,,,,,,food,,, food
2002,I've dined at Alain Ducasse's restaurant in Monte Carlo for half the price for the same excellent dining experience.,dining,positive,98,104,,,,,,,dining,,,,dining 
2002,I've dined at Alain Ducasse's restaurant in Monte Carlo for half the price for the same excellent dining experience.,price,positive,69,74,,,,,,,price,,,,price 
2002,I've dined at Alain Ducasse's restaurant in Monte Carlo for half the price for the same excellent dining experience.,,,,,price,positive,,,,,,price,,, price
441,Yeahcomma sometimes the service can be slow.,service,negative,20,27,,,,,,,service,,,,service 
441,Yeahcomma sometimes the service can be slow.,,,,,service,negative,,,,,,service,,, service
2948,There was no ambiance.,ambiance,negative,13,21,,,,,,,ambiance,,,,ambiance 
2948,There was no ambiance.,,,,,ambience,negative,,,,,,ambience,,, ambience
474,Save your money and don't waste your caloriescomma go to Margharita's on Washington Street insteadcomma they have amazing food and the BEST service.,food,positive,114,118,,,,,,,food,,,,food 
474,Save your money and don't waste your caloriescomma go to Margharita's on Washington Street insteadcomma they have amazing food and the BEST service.,service,positive,132,139,,,,,,,service,,,,service 
474,Save your money and don't waste your caloriescomma go to Margharita's on Washington Street insteadcomma they have amazing food and the BEST service.,,,,,anecdotes/miscellaneous,negative,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
3662,The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,service,positive,4,11,,,,,,,service,,,,service 
3662,The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,dish,positive,61,65,,,,,,,dish,,,,dish 
3662,The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,spring rolls,positive,98,110,,,,,,,spring rolls,,,,spring rolls 
3662,The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,cod with pineapple tempura,positive,118,144,,,,,,,cod with pineapple tempura,,,,cod with pineapple tempura 
3662,The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,,,,,food,positive,,,,,,food,,, food
3662,The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,,,,,service,positive,,,,,,service,,, service
1165,But trust me it is so worth it.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
1669,It is not a place for tourists or someone who has never dined in Bay Ridge.,,,,,anecdotes/miscellaneous,neutral,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
1816,THe perfect spot.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
2471,The only weird thing was if we got a bottlecomma the waitress would have simply multiplied the glass price X4comma which makes no sense whatsoever.,bottle,neutral,37,43,,,,,,,bottle,,,,bottle 
2471,The only weird thing was if we got a bottlecomma the waitress would have simply multiplied the glass price X4comma which makes no sense whatsoever.,waitress,negative,49,57,,,,,,,waitress,,,,waitress 
2471,The only weird thing was if we got a bottlecomma the waitress would have simply multiplied the glass price X4comma which makes no sense whatsoever.,price,negative,97,102,,,,,,,price,,,,price 
2471,The only weird thing was if we got a bottlecomma the waitress would have simply multiplied the glass price X4comma which makes no sense whatsoever.,,,,,price,negative,,,,,,price,,, price
1192,They sell special sushicomma everything have a toppingcomma sauce and etc.,sushi,positive,18,23,,,,,,,sushi,,,,sushi 
1192,They sell special sushicomma everything have a toppingcomma sauce and etc.,sauce,positive,52,57,,,,,,,sauce,,,,sauce 
1192,They sell special sushicomma everything have a toppingcomma sauce and etc.,topping,positive,43,50,,,,,,,topping,,,,topping 
1192,They sell special sushicomma everything have a toppingcomma sauce and etc.,,,,,food,positive,,,,,,food,,, food
1373,DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.,taste,negative,116,121,,,,,,,taste,,,,taste 
1373,DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.,,,,,anecdotes/miscellaneous,negative,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
1373,DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.,,,,,ambience,neutral,,,,,,ambience,,, ambience
936,They never came back to refill our glasses again.,,,,,service,negative,,,,,,service,,, service
2686,The place is small and intimate and you may feel a little crowdedcomma but the service is excellent and it's great for friends outcomma a romantic datecomma or a special occassion.,service,positive,75,82,,,,,,,service,,,,service 
2686,The place is small and intimate and you may feel a little crowdedcomma but the service is excellent and it's great for friends outcomma a romantic datecomma or a special occassion.,place,negative,4,9,,,,,,,place,,,,place 
2686,The place is small and intimate and you may feel a little crowdedcomma but the service is excellent and it's great for friends outcomma a romantic datecomma or a special occassion.,,,,,service,positive,,,,,,service,,, service
2686,The place is small and intimate and you may feel a little crowdedcomma but the service is excellent and it's great for friends outcomma a romantic datecomma or a special occassion.,,,,,ambience,negative,,,,,,ambience,,, ambience
1952,The service was excellent and the food was delicious.,service,positive,4,11,,,,,,,service,,,,service 
1952,The service was excellent and the food was delicious.,food,positive,34,38,,,,,,,food,,,,food 
1952,The service was excellent and the food was delicious.,,,,,food,positive,,,,,,food,,, food
1952,The service was excellent and the food was delicious.,,,,,service,positive,,,,,,service,,, service
917,Service was also very good.,Service,positive,0,7,,,,,,,Service,,,,Service 
917,Service was also very good.,,,,,service,positive,,,,,,service,,, service
1325,I took my girlfriend there for her birthday last night and we had a relaxingcomma really good meal.,meal,positive,90,94,,,,,,,meal,,,,meal 
1325,I took my girlfriend there for her birthday last night and we had a relaxingcomma really good meal.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
3016,I would not have been so disappointed with the portions if the qualities were good enough to make up for itcomma but they were not!,portions,negative,47,55,,,,,,,portions,,,,portions 
3016,I would not have been so disappointed with the portions if the qualities were good enough to make up for itcomma but they were not!,qualities,negative,63,72,,,,,,,qualities,,,,qualities 
3016,I would not have been so disappointed with the portions if the qualities were good enough to make up for itcomma but they were not!,,,,,food,negative,,,,,,food,,, food
1297,They're rude at timescomma and not very friendly.,,,,,service,negative,,,,,,service,,, service
1528,I'm happy to have Nosh in the neighborhood and the food is very comforting.,food,positive,51,55,,,,,,,food,,,,food 
1528,I'm happy to have Nosh in the neighborhood and the food is very comforting.,,,,,food,positive,,,,,,food,,, food
1528,I'm happy to have Nosh in the neighborhood and the food is very comforting.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
1162,Good atmospherecomma combination of all the hottest music dress code is relatively strict except on Fridays.,atmosphere,positive,5,15,,,,,,,atmosphere,,,,atmosphere 
1162,Good atmospherecomma combination of all the hottest music dress code is relatively strict except on Fridays.,music,positive,48,53,,,,,,,music,,,,music 
1162,Good atmospherecomma combination of all the hottest music dress code is relatively strict except on Fridays.,dress cod,negative,54,63,,,,,,,dress cod,,,,dress cod 
1162,Good atmospherecomma combination of all the hottest music dress code is relatively strict except on Fridays.,,,,,ambience,positive,,,,,,ambience,,, ambience
411,They kindly brought us more to see if it was bettercomma but it was not!,,,,,food,negative,,,,,,food,,, food
2796,love the food.,food,positive,9,13,,,,,,,food,,,,food 
2796,love the food.,,,,,food,positive,,,,,,food,,, food
3634,I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,candles,positive,121,128,,,,,,,candles,,,,candles 
3634,I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,dinner,positive,71,77,,,,,,,dinner,,,,dinner 
3634,I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,surrounding,positive,97,108,,,,,,,surrounding,,,,surrounding 
3634,I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,pictures,positive,140,148,,,,,,,pictures,,,,pictures 
3634,I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
3634,I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,,,,,ambience,positive,,,,,,ambience,,, ambience
822,All the desserts the group tried got favorable reviews.,desserts,positive,8,16,,,,,,,desserts,,,,desserts 
822,All the desserts the group tried got favorable reviews.,,,,,food,positive,,,,,,food,,, food
2256,There's something smooth about sipping sake upper east side style.,sake,positive,39,43,,,,,,,sake,,,,sake 
2256,There's something smooth about sipping sake upper east side style.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
2321,It's a nice place to relax and have conversation.,place,positive,12,17,,,,,,,place,,,,place 
2321,It's a nice place to relax and have conversation.,,,,,ambience,positive,,,,,,ambience,,, ambience
3289,This place has got to be the best japanese restaurant in the new york area.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
2611,Best Reuben sandwich ever!,Reuben sandwich,positive,5,20,,,,,,,Reuben sandwich,,,,Reuben sandwich 
2611,Best Reuben sandwich ever!,,,,,food,positive,,,,,,food,,, food
1716,Lucky Strike is a great casual place to just grab a bite to eat.,place,positive,31,36,,,,,,,place,,,,place 
1716,Lucky Strike is a great casual place to just grab a bite to eat.,,,,,food,positive,,,,,,food,,, food
1003,Wonderful strawberry daiquiries as well!,strawberry daiquiries,positive,10,31,,,,,,,strawberry daiquiries,,,,strawberry daiquiries 
1003,Wonderful strawberry daiquiries as well!,,,,,food,positive,,,,,,food,,, food
1614,Going to Volare is like going to your favorite aunt's house for dinnercomma assuming that your aunt is a great Italian cook.,dinner,neutral,64,70,,,,,,,dinner,,,,dinner 
1614,Going to Volare is like going to your favorite aunt's house for dinnercomma assuming that your aunt is a great Italian cook.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
2109,The sushi has been from average to below averagecomma the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchencomma the acousitcs are horridcomma everything echoes is extremely loud).,sushi,negative,4,9,,,,,,,sushi,,,,sushi 
2109,The sushi has been from average to below averagecomma the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchencomma the acousitcs are horridcomma everything echoes is extremely loud).,wait service,negative,54,66,,,,,,,wait service,,,,wait service 
2109,The sushi has been from average to below averagecomma the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchencomma the acousitcs are horridcomma everything echoes is extremely loud).,atmosphere,conflict,95,105,,,,,,,atmosphere,,,,atmosphere 
2109,The sushi has been from average to below averagecomma the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchencomma the acousitcs are horridcomma everything echoes is extremely loud).,area,negative,161,165,,,,,,,area,,,,area 
2109,The sushi has been from average to below averagecomma the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchencomma the acousitcs are horridcomma everything echoes is extremely loud).,,,,,food,negative,,,,,,food,,, food
2109,The sushi has been from average to below averagecomma the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchencomma the acousitcs are horridcomma everything echoes is extremely loud).,,,,,service,negative,,,,,,service,,, service
2109,The sushi has been from average to below averagecomma the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchencomma the acousitcs are horridcomma everything echoes is extremely loud).,,,,,ambience,conflict,,,,,,ambience,,, ambience
867,I loved it and would go again.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
508,Frites were delicious if a bit on the thick side.,Frites,positive,0,6,,,,,,,Frites,,,,Frites 
508,Frites were delicious if a bit on the thick side.,,,,,food,positive,,,,,,food,,, food
1177,SO SO SO SO SO good!,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
1187,Alone for 100 buckscomma it is really overprice.,,,,,price,negative,,,,,,price,,, price
650,Out of the hundreds of Italian restaurants in Queenscomma this is among the best.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
313,Very good value,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
785,Here you get the zen feel without feeling rigid.,zen feel,positive,17,25,,,,,,,zen feel,,,,zen feel 
785,Here you get the zen feel without feeling rigid.,,,,,ambience,positive,,,,,,ambience,,, ambience
665,I would recommend putting your name down and then getting a drink at a local bar first though because of the wait time.,drink,neutral,60,65,,,,,,,drink,,,,drink 
665,I would recommend putting your name down and then getting a drink at a local bar first though because of the wait time.,bar,neutral,77,80,,,,,,,bar,,,,bar 
665,I would recommend putting your name down and then getting a drink at a local bar first though because of the wait time.,wait time,negative,109,118,,,,,,,wait time,,,,wait time 
665,I would recommend putting your name down and then getting a drink at a local bar first though because of the wait time.,,,,,anecdotes/miscellaneous,conflict,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
140,I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.,egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork,positive,24,104,,,,,,,egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork,,,,egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork 
140,I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.,,,,,food,positive,,,,,,food,,, food
1168,I keep my fingers crossed the whole subway ride hoping that there will be a table I can sit at by myself and not have to share with the rice congee soup people.,table,neutral,76,81,,,,,,,table,,,,table 
1168,I keep my fingers crossed the whole subway ride hoping that there will be a table I can sit at by myself and not have to share with the rice congee soup people.,rice congee soup,neutral,136,152,,,,,,,rice congee soup,,,,rice congee soup 
1168,I keep my fingers crossed the whole subway ride hoping that there will be a table I can sit at by myself and not have to share with the rice congee soup people.,,,,,anecdotes/miscellaneous,neutral,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
3162,Overallcomma the best bagel in town.,bagel,positive,18,23,,,,,,,bagel,,,,bagel 
3162,Overallcomma the best bagel in town.,,,,,food,positive,,,,,,food,,, food
1289,Everything a NY pizza joint should be.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
3242,It was hugecomma deliciouscomma freshcomma and will be the reason we return.,,,,,food,positive,,,,,,food,,, food
3526,We go often.,,,,,anecdotes/miscellaneous,neutral,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
969,Lightcomma refreshing summer rolls (not fried) remind me of Vietnamese places in Paris.,summer rolls,positive,18,30,,,,,,,summer rolls,,,,summer rolls 
969,Lightcomma refreshing summer rolls (not fried) remind me of Vietnamese places in Paris.,,,,,food,positive,,,,,,food,,, food
407,The sushi seemed pretty fresh and was adequately proportioned.,sushi,positive,4,9,,,,,,,sushi,,,,sushi 
407,The sushi seemed pretty fresh and was adequately proportioned.,,,,,food,positive,,,,,,food,,, food
1507,moral stay away.,,,,,anecdotes/miscellaneous,negative,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
922,but the service was a bit slow.,service,negative,8,15,,,,,,,service,,,,service 
922,but the service was a bit slow.,,,,,service,negative,,,,,,service,,, service
1060,Spreads and toppings are great - though a bit pricey.,Spreads,positive,0,7,,,,,,,Spreads,,,,Spreads 
1060,Spreads and toppings are great - though a bit pricey.,toppings,positive,12,20,,,,,,,toppings,,,,toppings 
1060,Spreads and toppings are great - though a bit pricey.,,,,,food,positive,,,,,,food,,, food
1060,Spreads and toppings are great - though a bit pricey.,,,,,price,negative,,,,,,price,,, price
352,When I saw that their website had a link to da Ciro in Napolicomma I knew there was going to be good pizza!,pizza,positive,97,102,,,,,,,pizza,,,,pizza 
352,When I saw that their website had a link to da Ciro in Napolicomma I knew there was going to be good pizza!,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
888,No one asked what was wrong as we left with nothing touched on our plates.,plates,neutral,67,73,,,,,,,plates,,,,plates 
888,No one asked what was wrong as we left with nothing touched on our plates.,,,,,service,negative,,,,,,service,,, service
2121,Indoor was very cozy and cute.,Indoor,positive,0,6,,,,,,,Indoor,,,,Indoor 
2121,Indoor was very cozy and cute.,,,,,ambience,positive,,,,,,ambience,,, ambience
559,We had a 3 hour brunch- they definitely do not rush you- and they kept the unlimited mimosas flowing the whole time.,brunch,positive,16,22,,,,,,,brunch,,,,brunch 
559,We had a 3 hour brunch- they definitely do not rush you- and they kept the unlimited mimosas flowing the whole time.,mimosas,positive,85,92,,,,,,,mimosas,,,,mimosas 
559,We had a 3 hour brunch- they definitely do not rush you- and they kept the unlimited mimosas flowing the whole time.,,,,,service,positive,,,,,,service,,, service
1302,And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,prices,negative,10,16,,,,,,,prices,,,,prices 
1302,And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,prices,negative,95,101,,,,,,,prices,,,,prices 
1302,And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,food,negative,120,124,,,,,,,food,,,,food 
1302,And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,service,negative,129,136,,,,,,,service,,,,service 
1302,And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,,,,,food,negative,,,,,,food,,, food
1302,And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,,,,,service,negative,,,,,,service,,, service
1302,And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,,,,,price,negative,,,,,,price,,, price
3262,They're terrific!!,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
588,The service was excellentcomma the food was excellentcomma but the entire experience was very cool.,service,positive,4,11,,,,,,,service,,,,service 
588,The service was excellentcomma the food was excellentcomma but the entire experience was very cool.,food,positive,31,35,,,,,,,food,,,,food 
588,The service was excellentcomma the food was excellentcomma but the entire experience was very cool.,,,,,food,positive,,,,,,food,,, food
588,The service was excellentcomma the food was excellentcomma but the entire experience was very cool.,,,,,service,positive,,,,,,service,,, service
2289,The service is good and the resturant is clean.,service,positive,4,11,,,,,,,service,,,,service 
2289,The service is good and the resturant is clean.,,,,,service,positive,,,,,,service,,, service
2289,The service is good and the resturant is clean.,,,,,ambience,positive,,,,,,ambience,,, ambience
527,Great spotcomma whether looking for a couple of drinks or quiet dinner.,drinks,positive,44,50,,,,,,,drinks,,,,drinks 
527,Great spotcomma whether looking for a couple of drinks or quiet dinner.,dinner,positive,60,66,,,,,,,dinner,,,,dinner 
527,Great spotcomma whether looking for a couple of drinks or quiet dinner.,spot,positive,6,10,,,,,,,spot,,,,spot 
527,Great spotcomma whether looking for a couple of drinks or quiet dinner.,,,,,ambience,positive,,,,,,ambience,,, ambience
2478,Just stick with the small dishes!,dishes,negative,26,32,,,,,,,dishes,,,,dishes 
2478,Just stick with the small dishes!,,,,,food,neutral,,,,,,food,,, food
945,The cafe itself was really nice with comfortable outdoor chairs and tablescomma but the service could have been better.,cafe,positive,4,8,,,,,,,cafe,,,,cafe 
945,The cafe itself was really nice with comfortable outdoor chairs and tablescomma but the service could have been better.,outdoor chairs,positive,49,63,,,,,,,outdoor chairs,,,,outdoor chairs 
945,The cafe itself was really nice with comfortable outdoor chairs and tablescomma but the service could have been better.,tables,positive,68,74,,,,,,,tables,,,,tables 
945,The cafe itself was really nice with comfortable outdoor chairs and tablescomma but the service could have been better.,service,negative,84,91,,,,,,,service,,,,service 
945,The cafe itself was really nice with comfortable outdoor chairs and tablescomma but the service could have been better.,,,,,service,negative,,,,,,service,,, service
945,The cafe itself was really nice with comfortable outdoor chairs and tablescomma but the service could have been better.,,,,,ambience,positive,,,,,,ambience,,, ambience
1642,I've rarely had a problem with slow staff in the 10 years I've been going.,staff,positive,36,41,,,,,,,staff,,,,staff 
1642,I've rarely had a problem with slow staff in the 10 years I've been going.,,,,,service,positive,,,,,,service,,, service
1766,Food is excellent.,Food,positive,0,4,,,,,,,Food,,,,Food 
1766,Food is excellent.,,,,,food,positive,,,,,,food,,, food
2275,This place is a literal hole-in-the-wall that is buried within Doyerscomma right off of Pell St (barber's alley) in Chinatown.,,,,,ambience,negative,,,,,,ambience,,, ambience
1233,They outshine HH.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
2573,Although we were looking for regular lettuce and some walnuts the salads we got were great.,salads,positive,66,72,,,,,,,salads,,,,salads 
2573,Although we were looking for regular lettuce and some walnuts the salads we got were great.,lettuce,neutral,37,44,,,,,,,lettuce,,,,lettuce 
2573,Although we were looking for regular lettuce and some walnuts the salads we got were great.,walnuts,neutral,54,61,,,,,,,walnuts,,,,walnuts 
2573,Although we were looking for regular lettuce and some walnuts the salads we got were great.,,,,,food,positive,,,,,,food,,, food
2323,Excellent lunch buffet for only $6.95.,lunch buffet,positive,10,22,,,,,,,lunch buffet,,,,lunch buffet 
2323,Excellent lunch buffet for only $6.95.,,,,,food,positive,,,,,,food,,, food
2323,Excellent lunch buffet for only $6.95.,,,,,price,positive,,,,,,price,,, price
413,We were sorry to check them off our list as we had enjoyed and recommended the place in the past.,,,,,anecdotes/miscellaneous,negative,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
2281,If you're not familiar with the cuisinecomma you may encounter problems ordering here and be sure to bring plenty of cash with you as they don't accept credit cards.,cuisine,negative,32,39,,,,,,,cuisine,,,,cuisine 
2281,If you're not familiar with the cuisinecomma you may encounter problems ordering here and be sure to bring plenty of cash with you as they don't accept credit cards.,,,,,anecdotes/miscellaneous,negative,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
983,both are very reasonably priced (around $8 for dinner and $5 for lunch)comma and are delicious and filling.,priced,positive,25,31,,,,,,,priced,,,,priced 
983,both are very reasonably priced (around $8 for dinner and $5 for lunch)comma and are delicious and filling.,dinner,positive,47,53,,,,,,,dinner,,,,dinner 
983,both are very reasonably priced (around $8 for dinner and $5 for lunch)comma and are delicious and filling.,lunch,positive,65,70,,,,,,,lunch,,,,lunch 
983,both are very reasonably priced (around $8 for dinner and $5 for lunch)comma and are delicious and filling.,,,,,food,positive,,,,,,food,,, food
983,both are very reasonably priced (around $8 for dinner and $5 for lunch)comma and are delicious and filling.,,,,,price,positive,,,,,,price,,, price
2928,Problem is nothing at Prune is particularly memorable.,,,,,anecdotes/miscellaneous,negative,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
2571,Ambience is so cute and quaintcomma good for business although we were there on vacation.,Ambience,positive,0,8,,,,,,,Ambience,,,,Ambience 
2571,Ambience is so cute and quaintcomma good for business although we were there on vacation.,,,,,ambience,positive,,,,,,ambience,,, ambience
2122,The portion sizes here are hugecomma and the sushi is good.,portion sizes,positive,4,17,,,,,,,portion sizes,,,,portion sizes 
2122,The portion sizes here are hugecomma and the sushi is good.,sushi,positive,41,46,,,,,,,sushi,,,,sushi 
2122,The portion sizes here are hugecomma and the sushi is good.,,,,,food,positive,,,,,,food,,, food
659,Just wish they'd expand.,,,,,anecdotes/miscellaneous,neutral,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
2350,My boyfriend ate tuna and it was cooked perfectly!,tuna,positive,17,21,,,,,,,tuna,,,,tuna 
2350,My boyfriend ate tuna and it was cooked perfectly!,,,,,food,positive,,,,,,food,,, food
1119,This wasn't the expected menu comprised only of pad thai and tom yum soupcomma but I thought that was what made the place so special.,menu,neutral,25,29,,,,,,,menu,,,,menu 
1119,This wasn't the expected menu comprised only of pad thai and tom yum soupcomma but I thought that was what made the place so special.,pad thai,neutral,48,56,,,,,,,pad thai,,,,pad thai 
1119,This wasn't the expected menu comprised only of pad thai and tom yum soupcomma but I thought that was what made the place so special.,tom yum soup,neutral,61,73,,,,,,,tom yum soup,,,,tom yum soup 
1119,This wasn't the expected menu comprised only of pad thai and tom yum soupcomma but I thought that was what made the place so special.,,,,,food,positive,,,,,,food,,, food
1158,Good food at the restaurant (a bit expensivecomma but great if you want to impress your date).,food,positive,5,9,,,,,,,food,,,,food 
1158,Good food at the restaurant (a bit expensivecomma but great if you want to impress your date).,,,,,food,positive,,,,,,food,,, food
1158,Good food at the restaurant (a bit expensivecomma but great if you want to impress your date).,,,,,price,negative,,,,,,price,,, price
220,I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,caviar,positive,72,78,,,,,,,caviar,,,,caviar 
220,I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,service,positive,93,100,,,,,,,service,,,,service 
220,I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,,,,,food,positive,,,,,,food,,, food
220,I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,,,,,service,positive,,,,,,service,,, service
2285,You can't say its cheap because food is cheaper in Chinatown.,food,conflict,32,36,,,,,,,food,,,,food 
2285,You can't say its cheap because food is cheaper in Chinatown.,,,,,price,conflict,,,,,,price,,, price
3254,I have eaten there 3-4 times and the food was always good.,food,positive,37,41,,,,,,,food,,,,food 
3254,I have eaten there 3-4 times and the food was always good.,,,,,food,positive,,,,,,food,,, food
1351,keep up the good work.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
2216,I wasn't thrilled to have to wait on line for thirty minutescomma but I guess that's the price you pay for a popular place.,wait,negative,29,33,,,,,,,wait,,,,wait 
2216,I wasn't thrilled to have to wait on line for thirty minutescomma but I guess that's the price you pay for a popular place.,,,,,anecdotes/miscellaneous,neutral,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
1467,great eatscomma good times.,eats,positive,6,10,,,,,,,eats,,,,eats 
